V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.149404,0.149399,0.15568,0.155616,0.179705,0.158157,0.159366,0.145147,0.133696,0.167906,0.150424,0.169529,0.161325,0.162812,0.151233,0.126435,0.11697,0.159575,0.13797,0.143069,0.128331,0.150799,0.134803,0.122066,0.138365,0.152756,0.15968,0.146628,0.147787,0.151886,0.139459,0.135612
0.148882,0.157289,0.154101,0.148285,0.192797,0.160182,0.164423,0.154751,0.152823,0.172773,0.155324,0.166477,0.182665,0.161565,0.170431,0.140132,0.122575,0.15188,0.138977,0.144793,0.148275,0.149959,0.13427,0.118463,0.13587,0.156921,0.153643,0.132823,0.158583,0.142994,0.133404,0.133621
0.159827,0.148663,0.147289,0.154736,0.183069,0.177628,0.169103,0.149602,0.145098,0.178278,0.159347,0.175212,0.182711,0.166082,0.16095,0.13801,0.137814,0.158066,0.154569,0.139798,0.163879,0.144974,0.13759,0.130275,0.13994,0.156923,0.159228,0.16286,0.159077,0.159491,0.13167,0.141289
0.160689,0.153988,0.162935,0.161963,0.17525,0.179958,0.170689,0.140055,0.155539,0.161991,0.171012,0.178692,0.176468,0.184771,0.165381,0.139319,0.137746,0.159137,0.148486,0.142912,0.141202,0.156983,0.132693,0.125734,0.146481,0.153233,0.156025,0.158319,0.155709,0.154111,0.143071,0.143421
0.169191,0.150884,0.152238,0.159176,0.183948,0.174777,0.1628,0.151545,0.145264,0.178693,0.159905,0.174419,0.180513,0.182681,0.172306,0.144082,0.140977,0.154535,0.141612,0.144733,0.138679,0.158094,0.13721,0.12235,0.149934,0.161995,0.16711,0.152214,0.161939,0.156273,0.14277,0.134619
0.167112,0.162001,0.158429,0.165362,0.180668,0.185111,0.166013,0.156129,0.145902,0.178314,0.152768,0.181161,0.179549,0.181228,0.175378,0.145942,0.126873,0.174633,0.15098,0.156363,0.145511,0.144058,0.131911,0.127525,0.139283,0.170681,0.157337,0.147636,0.157129,0.142894,0.140049,0.138411
0.17881,0.172839,0.166721,0.156922,0.193278,0.173114,0.178191,0.163008,0.158375,0.18173,0.1657,0.193051,0.170384,0.184162,0.183926,0.152098,0.140184,0.15926,0.155161,0.152885,0.150554,0.152511,0.139593,0.136794,0.1514,0.170402,0.16657,0.157112,0.151975,0.152156,0.1525,0.150727
0.168808,0.168099,0.178893,0.173168,0.196,0.18861,0.163361,0.14286,0.151252,0.193937,0.176473,0.191617,0.187648,0.193469,0.176349,0.150945,0.143611,0.156854,0.161317,0.15592,0.148053,0.161124,0.142697,0.129467,0.150966,0.16452,0.168356,0.155377,0.169708,0.163238,0.147647,0.141006
0.178829,0.168062,0.170073,0.179992,0.19159,0.194072,0.160058,0.151426,0.157197,0.185634,0.169848,0.188509,0.192896,0.191183,0.180045,0.150267,0.141417,0.16924,0.159458,0.158096,0.14505,0.153586,0.131936,0.125196,0.139191,0.167564,0.163832,0.158961,0.161934,0.147419,0.144037,0.132726
0.174621,0.16627,0.16084,0.175583,0.184335,0.200938,0.177379,0.156373,0.165661,0.186293,0.181891,0.194101,0.18552,0.191285,0.180924,0.15413,0.127059,0.175033,0.154027,0.157999,0.145183,0.152784,0.135755,0.129958,0.142008,0.167143,0.159491,0.15839,0.162965,0.156051,0.14174,0.141894
0.193103,0.173837,0.167019,0.171354,0.194659,0.193264,0.167757,0.162102,0.182456,0.182748,0.171488,0.201864,0.193277,0.197218,0.185414,0.164182,0.138961,0.178433,0.155299,0.152913,0.148394,0.154024,0.146976,0.127122,0.151559,0.167529,0.169497,0.143647,0.157282,0.152285,0.143135,0.1504
0.179054,0.164744,0.155686,0.17619,0.186249,0.17399,0.169934,0.167584,0.164763,0.18239,0.175318,0.192499,0.185541,0.20206,0.185514,0.161594,0.140925,0.169379,0.146738,0.157154,0.140049,0.154611,0.148117,0.130921,0.140424,0.16023,0.163562,0.166293,0.172441,0.162406,0.150888,0.149775
0.182228,0.175132,0.175837,0.177766,0.196232,0.187474,0.179922,0.169651,0.155451,0.186344,0.190681,0.194758,0.20134,0.197638,0.181253,0.164779,0.14408,0.159655,0.14998,0.150237,0.144118,0.158948,0.139403,0.124595,0.146532,0.161374,0.17918,0.156566,0.17066,0.161499,0.139393,0.146208
0.196431,0.175872,0.18092,0.173133,0.195157,0.198491,0.166937,0.164448,0.162582,0.196333,0.190231,0.198425,0.205205,0.181488,0.169018,0.150809,0.146192,0.173588,0.154776,0.156644,0.147721,0.154636,0.138098,0.125247,0.144068,0.16841,0.167322,0.163727,0.17706,0.153546,0.154152,0.147803
0.177503,0.169263,0.173514,0.176312,0.213721,0.197083,0.173137,0.164149,0.164205,0.189609,0.184171,0.199743,0.198118,0.194304,0.183545,0.151245,0.137016,0.175456,0.149267,0.153215,0.153122,0.162253,0.147657,0.130108,0.137503,0.163519,0.17341,0.159277,0.170735,0.158404,0.13789,0.142239
0.174978,0.177165,0.175387,0.179044,0.196954,0.190426,0.182365,0.172097,0.170603,0.190708,0.178544,0.202388,0.194775,0.199037,0.185479,0.167547,0.137695,0.163354,0.143506,0.157179,0.149832,0.158171,0.134603,0.131961,0.147648,0.17326,0.165326,0.158346,0.15475,0.163438,0.148507,0.154251
0.19082,0.179499,0.157055,0.177677,0.195848,0.193527,0.178225,0.177461,0.167852,0.19236,0.181279,0.207404,0.191773,0.206125,0.192617,0.161399,0.13963,0.161985,0.145851,0.154014,0.14961,0.155825,0.142772,0.136169,0.151113,0.160917,0.16721,0.15406,0.164971,0.158708,0.148912,0.151946
0.18079,0.178947,0.167647,0.180396,0.19359,0.201391,0.197902,0.177991,0.159437,0.192727,0.186334,0.189775,0.201321,0.197648,0.186912,0.164347,0.147705,0.163179,0.148926,0.15813,0.152195,0.165385,0.137598,0.122369,0.138469,0.16067,0.172258,0.163779,0.179672,0.160745,0.139673,0.136023
0.195259,0.169017,0.184933,0.175124,0.204865,0.199461,0.179526,0.169997,0.167969,0.196548,0.190584,0.198322,0.193933,0.198227,0.189886,0.157627,0.151103,0.166527,0.154735,0.152969,0.155694,0.163198,0.137872,0.140026,0.15639,0.168744,0.162477,0.154557,0.175016,0.153386,0.152588,0.157045
0.184605,0.181732,0.182904,0.187735,0.205513,0.197606,0.177702,0.162289,0.152806,0.19824,0.202572,0.194149,0.195482,0.199359,0.186064,0.161649,0.133407,0.174698,0.146166,0.153754,0.153684,0.158656,0.138872,0.122256,0.149601,0.158775,0.162853,0.153749,0.164323,0.145777,0.151856,0.146903
0.195589,0.168784,0.181676,0.186398,0.21483,0.211097,0.181394,0.152001,0.173617,0.186007,0.192126,0.202381,0.198471,0.186805,0.19497,0.15908,0.151222,0.177418,0.152664,0.157798,0.144731,0.155055,0.146005,0.129639,0.154709,0.167979,0.163509,0.158267,0.169888,0.167877,0.146252,0.152942
0.18472,0.173917,0.178652,0.178179,0.20368,0.195817,0.174403,0.178103,0.172807,0.198755,0.186684,0.207801,0.1941,0.213663,0.198142,0.172604,0.136825,0.173429,0.159659,0.14772,0.142062,0.159337,0.138598,0.126999,0.158821,0.162378,0.179075,0.161164,0.168639,0.1622,0.149075,0.143356
0.193925,0.184806,0.179373,0.186636,0.192294,0.185239,0.172331,0.172922,0.175532,0.182011,0.199169,0.211214,0.200331,0.203955,0.195315,0.162231,0.135679,0.161279,0.154418,0.151244,0.137507,0.151555,0.135118,0.127859,0.14789,0.163625,0.172795,0.149986,0.169123,0.154568,0.149014,0.138673
0.202549,0.174441,0.18554,0.180837,0.192108,0.201381,0.183859,0.177157,0.166178,0.198936,0.190241,0.197762,0.20362,0.210586,0.18299,0.184209,0.137635,0.165496,0.152177,0.158975,0.145253,0.152827,0.137083,0.127488,0.130731,0.167301,0.157336,0.156511,0.164896,0.1629,0.151128,0.128212
0.197175,0.158416,0.164216,0.184561,0.206915,0.197516,0.190057,0.175246,0.150209,0.192659,0.189588,0.208802,0.216745,0.215888,0.192779,0.16837,0.136312,0.166076,0.150209,0.145594,0.152457,0.156888,0.14549,0.119242,0.139842,0.178914,0.165686,0.146376,0.160607,0.16897,0.144781,0.135582
0.1975,0.179585,0.172831,0.179206,0.199765,0.185883,0.173042,0.159641,0.151853,0.185077,0.203394,0.204398,0.204857,0.188265,0.179363,0.160131,0.12195,0.17864,0.158659,0.154355,0.154204,0.152454,0.14087,0.119084,0.145658,0.14321,0.17015,0.160863,0.151249,0.153275,0.139251,0.140585
0.180228,0.171465,0.182857,0.166576,0.194528,0.182979,0.161348,0.170128,0.15858,0.183181,0.169652,0.197016,0.198886,0.179477,0.173435,0.156999,0.134931,0.164222,0.157388,0.138321,0.14636,0.145908,0.132861,0.132142,0.145455,0.15448,0.164354,0.155942,0.181891,0.141804,0.126701,0.132345
0.169403,0.16229,0.153607,0.172278,0.186826,0.201539,0.162656,0.179058,0.169695,0.189684,0.156931,0.192449,0.182539,0.208295,0.174388,0.160016,0.144709,0.155361,0.161853,0.162993,0.153491,0.162335,0.152379,0.145184,0.157211,0.166218,0.151908,0.165479,0.160926,0.13915,0.146845,0.153578
0.183522,0.168078,0.167744,0.173917,0.177161,0.188384,0.156161,0.161928,0.150468,0.190506,0.170842,0.206092,0.183135,0.196157,0.183883,0.145866,0.138254,0.173551,0.136183,0.148204,0.146965,0.154036,0.134175,0.124684,0.157544,0.174753,0.152117,0.152053,0.16235,0.146458,0.14248,0.145986
0.18485,0.168477,0.174189,0.160355,0.191408,0.207658,0.178304,0.167493,0.153481,0.196412,0.168427,0.199078,0.184763,0.197414,0.18683,0.169445,0.122696,0.170639,0.15404,0.154334,0.156489,0.144569,0.148233,0.121834,0.145653,0.163752,0.161759,0.131444,0.153587,0.14335,0.14321,0.145527
0.173535,0.169869,0.164775,0.175128,0.191986,0.177311,0.178613,0.142381,0.135104,0.178545,0.170934,0.190951,0.17845,0.179186,0.190692,0.134794,0.12462,0.159425,0.139708,0.152485,0.151482,0.146423,0.140818,0.112518,0.123583,0.150569,0.158515,0.155777,0.148492,0.156293,0.149007,0.130972
0.160816,0.153681,0.172016,0.171604,0.201861,0.169146,0.156632,0.159844,0.149358,0.1817,0.1656,0.189303,0.195297,0.19756,0.174484,0.12147,0.144127,0.159603,0.166362,0.125176,0.149324,0.147364,0.13418,0.137848,0.150076,0.165512,0.166636,0.156988,0.154366,0.15311,0.141422,0.127819
0.164549,0.156918,0.16822,0.155137,0.182442,0.186921,0.172495,0.164465,0.178362,0.177815,0.176841,0.19159,0.183005,0.185059,0.171898,0.138682,0.123615,0.166425,0.148212,0.149416,0.165794,0.153972,0.133569,0.143122,0.151243,0.161758,0.163178,0.170181,0.168301,0.136664,0.152989,0.148476
0.148377,0.137923,0.162912,0.173912,0.167931,0.175835,0.169195,0.144555,0.135297,0.184407,0.165713,0.19325,0.186706,0.190086,0.187442,0.140394,0.134603,0.170834,0.148171,0.145584,0.172175,0.157176,0.14857,0.119302,0.148882,0.165257,0.175912,0.145605,0.154308,0.151658,0.157211,0.146289
0.172753,0.149725,0.137386,0.177445,0.196259,0.189239,0.155972,0.153379,0.135964,0.17368,0.190604,0.192702,0.164668,0.198406,0.199363,0.154012,0.147116,0.18507,0.14058,0.156208,0.162436,0.158443,0.146446,0.123874,0.156314,0.171628,0.175501,0.167893,0.149072,0.163018,0.141973,0.145443
0.171589,0.183174,0.158118,0.170029,0.181691,0.190869,0.173218,0.151129,0.150115,0.175929,0.181734,0.184915,0.175213,0.201693,0.174639,0.158497,0.149671,0.17746,0.153712,0.15078,0.140121,0.162609,0.138303,0.111938,0.141373,0.161799,0.19453,0.16778,0.173199,0.144364,0.150114,0.147659
0.177564,0.172261,0.179607,0.167797,0.184551,0.185656,0.150557,0.13543,0.143764,0.193668,0.189108,0.179738,0.194121,0.163917,0.182358,0.133397,0.142136,0.170608,0.161208,0.174337,0.135924,0.164286,0.131973,0.138596,0.171642,0.164282,0.16864,0.164224,0.182042,0.153114,0.140784,0.14982
0.166924,0.183429,0.179178,0.181533,0.216354,0.175478,0.187088,0.152161,0.143296,0.185222,0.171662,0.180641,0.200383,0.181761,0.174537,0.143365,0.149815,0.168132,0.159622,0.160575,0.147918,0.160911,0.14071,0.125967,0.144314,0.172317,0.155559,0.156966,0.16232,0.159408,0.165312,0.154201
0.156565,0.155089,0.15953,0.178236,0.189404,0.191088,0.168208,0.159414,0.159183,0.170024,0.170143,0.187441,0.195752,0.191683,0.174665,0.130858,0.140366,0.183054,0.158583,0.145594,0.156087,0.157022,0.140807,0.134,0.12512,0.169667,0.173052,0.165428,0.159239,0.171258,0.147289,0.154756
0.186604,0.178194,0.162143,0.181417,0.19429,0.193561,0.180346,0.169783,0.179265,0.180074,0.177914,0.203845,0.188642,0.20068,0.183522,0.152446,0.138389,0.169245,0.157055,0.1452,0.158182,0.150044,0.146076,0.143134,0.149125,0.165056,0.167972,0.144052,0.160801,0.160318,0.162069,0.150193
0.189768,0.170074,0.169236,0.176473,0.191009,0.207574,0.183451,0.162348,0.156971,0.193302,0.191308,0.20592,0.181566,0.195374,0.180962,0.153727,0.141177,0.173403,0.159029,0.158426,0.154654,0.151859,0.136128,0.124168,0.158091,0.180897,0.1862,0.166076,0.177746,0.173795,0.151839,0.138423
0.188495,0.186709,0.172302,0.171873,0.207309,0.188174,0.179488,0.152238,0.165578,0.200692,0.185939,0.183799,0.175032,0.209944,0.195576,0.167757,0.149486,0.161131,0.157724,0.153996,0.152871,0.161505,0.146471,0.139456,0.155239,0.164003,0.186221,0.174271,0.17582,0.157054,0.15871,0.148354
0.183275,0.171791,0.186458,0.171454,0.206973,0.203969,0.180797,0.15823,0.157361,0.181355,0.177813,0.195509,0.208073,0.197793,0.180421,0.145514,0.141224,0.172469,0.153089,0.163121,0.157115,0.172171,0.140321,0.129359,0.155878,0.174039,0.172109,0.169891,0.157771,0.166159,0.150883,0.154982
0.194707,0.18276,0.178356,0.187107,0.208009,0.189595,0.187633,0.172605,0.177152,0.194383,0.189727,0.203419,0.212538,0.216564,0.187608,0.15622,0.135882,0.178901,0.153761,0.146828,0.154086,0.163639,0.13024,0.132991,0.141125,0.164782,0.168467,0.157093,0.168682,0.155145,0.150691,0.153148
0.192606,0.16812,0.172661,0.182776,0.196853,0.195836,0.173298,0.179229,0.175762,0.199319,0.195933,0.200864,0.185834,0.205127,0.194861,0.14916,0.1336,0.186502,0.139532,0.1597,0.149419,0.155384,0.133249,0.127086,0.161495,0.173307,0.171592,0.165343,0.168998,0.163417,0.151788,0.139711
0.17593,0.174051,0.160459,0.184979,0.193427,0.208851,0.176304,0.153395,0.153811,0.196839,0.191909,0.219733,0.195781,0.207306,0.18422,0.15384,0.138869,0.162633,0.160239,0.152466,0.144521,0.168933,0.143911,0.128097,0.142798,0.160323,0.18672,0.165055,0.17689,0.156083,0.154384,0.141382
0.191685,0.168396,0.165142,0.170286,0.197226,0.212385,0.17842,0.170331,0.164614,0.209441,0.188832,0.21297,0.198252,0.202299,0.195993,0.153966,0.142207,0.175008,0.163774,0.157457,0.155333,0.17377,0.152353,0.13527,0.157977,0.168326,0.163286,0.169043,0.171461,0.140139,0.159915,0.148947
0.192729,0.172629,0.17618,0.17475,0.208943,0.207428,0.179553,0.17484,0.177033,0.208466,0.192515,0.208384,0.203434,0.201596,0.194673,0.166263,0.141457,0.174428,0.153172,0.164897,0.166019,0.155153,0.146983,0.143285,0.153061,0.173259,0.167931,0.168385,0.167772,0.165267,0.150027,0.165116
0.19049,0.198382,0.173496,0.199344,0.199473,0.199695,0.192781,0.155039,0.173182,0.198954,0.186409,0.197562,0.195844,0.198221,0.199241,0.170247,0.141411,0.17688,0.15992,0.152313,0.163856,0.162887,0.143379,0.124666,0.134893,0.173368,0.170187,0.176597,0.160946,0.169231,0.164781,0.146158
0.188103,0.179473,0.173596,0.197955,0.213066,0.203157,0.173598,0.185896,0.154943,0.199203,0.193796,0.198022,0.20456,0.212066,0.182324,0.173952,0.147969,0.180861,0.160239,0.156577,0.15519,0.16456,0.142901,0.129875,0.152462,0.167196,0.175664,0.173191,0.166247,0.152209,0.159391,0.139417
0.189145,0.181459,0.184832,0.196575,0.191957,0.204108,0.194169,0.172379,0.16452,0.207669,0.183702,0.226279,0.201469,0.222971,0.196374,0.172998,0.154528,0.171962,0.164201,0.164357,0.15915,0.172731,0.135703,0.127481,0.16795,0.170284,0.168172,0.174967,0.173558,0.157111,0.173598,0.147248
0.193114,0.171632,0.184259,0.185232,0.208875,0.19596,0.175859,0.163933,0.179911,0.18991,0.194174,0.205409,0.199852,0.205486,0.206686,0.167696,0.162357,0.178053,0.173899,0.15713,0.159912,0.167656,0.136237,0.138044,0.159528,0.178247,0.178166,0.171164,0.173735,0.173427,0.163996,0.14224
0.192398,0.17883,0.170219,0.19583,0.189049,0.211615,0.182525,0.175063,0.173474,0.20587,0.193106,0.202761,0.207815,0.208666,0.208228,0.167715,0.147151,0.184103,0.170622,0.160248,0.152727,0.169834,0.13776,0.139188,0.143898,0.174878,0.176242,0.169504,0.177757,0.167893,0.15663,0.147501
0.187634,0.176714,0.181107,0.193871,0.209206,0.201145,0.187224,0.164716,0.166841,0.207421,0.184822,0.211832,0.215389,0.207898,0.19241,0.153645,0.156524,0.174096,0.163774,0.171648,0.16209,0.163216,0.14766,0.126471,0.152119,0.180717,0.176157,0.159426,0.167416,0.175613,0.155739,0.145757
0.189559,0.17155,0.187682,0.198067,0.219246,0.203763,0.16077,0.186911,0.168465,0.212316,0.200545,0.221185,0.216018,0.198684,0.178889,0.174356,0.144955,0.173762,0.151106,0.165905,0.165721,0.176388,0.137361,0.129443,0.151606,0.151424,0.182986,0.186412,0.176114,0.164165,0.156885,0.147153
0.192914,0.187993,0.200611,0.193275,0.208883,0.208599,0.184013,0.184882,0.172119,0.201045,0.194281,0.217492,0.215028,0.216017,0.191139,0.15887,0.153063,0.179114,0.153429,0.15896,0.158025,0.167409,0.153564,0.133427,0.167089,0.177452,0.176143,0.176303,0.186688,0.173083,0.149978,0.143673
0.195742,0.18764,0.169595,0.195421,0.228669,0.196733,0.199022,0.185849,0.167481,0.204697,0.201763,0.2119,0.208581,0.209084,0.19592,0.171138,0.151304,0.187021,0.174635,0.174645,0.16808,0.173799,0.152034,0.133507,0.16753,0.182567,0.169812,0.174416,0.182184,0.17244,0.152598,0.159978
0.20019,0.179508,0.169819,0.191926,0.219807,0.204539,0.180854,0.176157,0.18491,0.208763,0.207732,0.209403,0.206137,0.209384,0.196324,0.170762,0.142688,0.179959,0.161119,0.167369,0.161849,0.168483,0.152969,0.143923,0.13969,0.185337,0.178222,0.16467,0.172596,0.160404,0.171402,0.146691
0.204629,0.191017,0.181277,0.189804,0.220432,0.221581,0.183605,0.182028,0.176604,0.206364,0.19846,0.231948,0.223615,0.224431,0.203134,0.16937,0.164808,0.19082,0.154943,0.187916,0.16657,0.158638,0.143891,0.122504,0.153953,0.175877,0.187146,0.166504,0.177014,0.160319,0.175684,0.149167
0.202888,0.183361,0.178462,0.206928,0.190873,0.211013,0.17948,0.164208,0.176316,0.209448,0.194167,0.220075,0.21967,0.23062,0.209865,0.169365,0.155527,0.190495,0.159385,0.156483,0.154541,0.165545,0.15045,0.137834,0.146758,0.18107,0.181338,0.182562,0.180309,0.163014,0.165933,0.146087
0.191607,0.186513,0.202408,0.215967,0.225105,0.201415,0.190275,0.174133,0.180295,0.203921,0.189618,0.211675,0.217816,0.210263,0.206459,0.174113,0.152344,0.186379,0.165559,0.153491,0.167109,0.170697,0.148062,0.146697,0.168202,0.184421,0.178414,0.177889,0.193027,0.167259,0.169118,0.149569
0.188391,0.191929,0.174499,0.201626,0.212754,0.211211,0.188873,0.19136,0.178324,0.206991,0.186861,0.204403,0.204874,0.208792,0.198914,0.164733,0.151358,0.176191,0.183737,0.169773,0.148327,0.175286,0.148182,0.141431,0.170007,0.174589,0.172569,0.166111,0.180144,0.174,0.156839,0.15575
0.195929,0.170717,0.167042,0.207186,0.226293,0.20541,0.196599,0.177264,0.165046,0.187571,0.19865,0.204778,0.198245,0.215838,0.181355,0.199164,0.173627,0.204264,0.167421,0.168411,0.182767,0.171745,0.163945,0.130981,0.140501,0.174854,0.193814,0.168891,0.193009,0.182311,0.141433,0.173685
0.208601,0.177021,0.163625,0.207328,0.213604,0.23333,0.194869,0.176367,0.182012,0.199745,0.201006,0.241798,0.214098,0.206634,0.194846,0.200976,0.154068,0.190951,0.151566,0.169458,0.183963,0.180271,0.154551,0.135008,0.157932,0.193203,0.208233,0.178915,0.182428,0.14779,0.150971,0.151293
0.208042,0.185215,0.183715,0.197594,0.221915,0.216969,0.183827,0.171354,0.177258,0.202342,0.190297,0.211698,0.191788,0.223026,0.192765,0.175084,0.14992,0.178314,0.16503,0.178845,0.157476,0.164784,0.147064,0.133497,0.161838,0.21039,0.19465,0.173458,0.203482,0.163113,0.175972,0.144589
0.189118,0.178945,0.20703,0.209017,0.217482,0.22264,0.195995,0.17268,0.159367,0.194801,0.178599,0.22357,0.20359,0.200301,0.19877,0.171547,0.150401,0.178056,0.215417,0.180881,0.148657,0.18268,0.150323,0.149367,0.175166,0.196144,0.176108,0.202636,0.200603,0.172308,0.170321,0.163644
0.191035,0.202057,0.192773,0.220016,0.216306,0.190896,0.186057,0.189645,0.153294,0.200404,0.192076,0.208172,0.233672,0.225559,0.201456,0.154849,0.160196,0.184335,0.194663,0.171705,0.183903,0.193915,0.17486,0.127281,0.182545,0.18295,0.195456,0.165771,0.195367,0.182415,0.165098,0.170481
0.204865,0.196037,0.19693,0.19231,0.207539,0.176903,0.187556,0.192455,0.177701,0.209167,0.206233,0.198347,0.218902,0.203765,0.204948,0.165561,0.187411,0.200939,0.170219,0.175077,0.179775,0.178016,0.139688,0.147955,0.15846,0.191334,0.205242,0.174695,0.201135,0.166167,0.176266,0.159367
0.183927,0.181399,0.173403,0.189949,0.211263,0.191999,0.178924,0.16292,0.168155,0.179573,0.189598,0.229642,0.211706,0.233242,0.204527,0.194036,0.157471,0.202669,0.158472,0.179425,0.182537,0.195562,0.139887,0.145454,0.164531,0.206879,0.209671,0.193571,0.196843,0.167701,0.168327,0.149469
0.194088,0.176875,0.181301,0.203589,0.213254,0.234513,0.173214,0.192261,0.190097,0.221084,0.186953,0.225471,0.214519,0.204819,0.194446,0.170699,0.154678,0.213794,0.19724,0.197577,0.184613,0.191812,0.168989,0.158066,0.180614,0.180596,0.203836,0.210048,0.183611,0.196947,0.178424,0.184163
0.182155,0.185132,0.18308,0.202364,0.215543,0.242019,0.188523,0.202689,0.167395,0.232393,0.213492,0.243469,0.208375,0.218715,0.225803,0.183252,0.172355,0.220779,0.200713,0.196221,0.163524,0.178557,0.18888,0.176079,0.181033,0.201913,0.195261,0.19849,0.217848,0.200143,0.17452,0.197358
0.218201,0.200687,0.18331,0.209223,0.224784,0.201744,0.207343,0.176215,0.177359,0.228871,0.204466,0.204648,0.21603,0.243739,0.215237,0.170225,0.166294,0.213249,0.204456,0.191769,0.190243,0.19955,0.181343,0.1537,0.181839,0.190463,0.220472,0.17617,0.189962,0.196037,0.174021,0.198272
0.198026,0.217729,0.185083,0.210482,0.213144,0.211784,0.200444,0.185022,0.185503,0.214205,0.216049,0.222513,0.220828,0.218963,0.202228,0.175541,0.17857,0.212624,0.199169,0.195831,0.184517,0.179981,0.173136,0.160886,0.16991,0.197574,0.223046,0.189457,0.230257,0.210427,0.191256,0.159978
0.196558,0.209688,0.193399,0.2011,0.201322,0.208215,0.219577,0.174004,0.17702,0.194825,0.19477,0.268089,0.215352,0.22326,0.199543,0.215299,0.192186,0.230334,0.199069,0.207639,0.194319,0.204417,0.172328,0.152493,0.197093,0.219841,0.225171,0.196937,0.203615,0.20818,0.182075,0.173635
